date,fuel,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2017-01-10,gas,13111.0,12123.8,12048.3,11792.1,11844.2,12269.4,13550.7,15558.5,15631.0,14774.8,14700.2,15141.2,15282.2,15198.2,14841.5,14583.0,14811.3,15183.4,15908.0,16199.3,15750.9,15407.3,14479.5,14043.4
2017-01-10,hydro,611.1,613.2,623.4,626.0,642.2,662.0,678.2,1028.6,831.3,699.7,719.2,624.0,606.4,609.2,610.2,1145.9,1058.7,1304.5,1550.6,1182.7,1030.5,763.2,676.2,638.2
2017-01-10,nuclear,11260.8,11323.7,11373.9,11395.6,11421.6,11476.4,11493.9,11501.7,11504.3,11510.0,11506.5,11497.4,11498.4,11507.2,11565.0,11613.7,11665.1,11691.1,11698.9,11700.6,11698.6,11701.3,11698.9,11712.2
2017-01-10,other,1057.2,1049.6,1046.8,1051.9,1002.9,1026.3,1054.5,1055.3,1065.5,1060.0,1060.0,1065.5,1092.8,1099.2,1092.6,1048.7,1014.5,1020.1,1079.3,1080.9,1066.8,1071.9,1070.9,1056.1
2017-01-10,wind,8377.8,8054.3,7485.9,7084.1,6949.2,6617.8,6199.6,5548.2,6761.1,9064.5,10285.4,11479.1,12163.8,12658.2,13394.6,13263.4,13295.2,12815.8,11224.4,9791.2,8521.3,6797.1,5582.0,4288.6
2017-01-11,coal,35625.3,32614.5,31037.6,30152.8,30109.6,30993.1,35157.1,38524.2,40587.0,41379.3,41027.0,39952.7,38575.3,37627.2,35854.0,35307.1,36295.7,38501.9,40398.4,41344.0,40410.0,39719.8,37725.8,35752.8
2017-01-11,gas,11353.6,10157.1,10633.7,10582.3,10544.9,10940.3,11744.7,13150.0,13228.2,13207.6,12457.4,12235.3,12295.3,12132.6,12344.7,12261.5,12221.2,12706.1,13780.4,13796.5,12926.9,12260.2,10990.6,10463.9
2017-01-11,hydro,620.4,612.7,615.5,632.3,654.0,731.0,752.4,1269.9,1286.8,810.5,783.9,717.3,704.5,693.1,686.4,689.6,697.9,1206.1,1392.1,1177.2,1159.5,806.8,808.0,685.8
2017-01-11,nuclear,11729.3,11739.4,11741.2,11735.5,11736.9,11739.5,11737.8,11731.1,11734.2,11735.3,11730.7,11732.3,11719.9,11708.3,11702.2,11702.3,11702.7,11697.8,11692.1,11691.8,11688.6,11696.9,11706.2,11711.5
2017-01-11,other,1050.6,1022.8,975.8,938.3,949.0,944.7,965.6,1014.0,996.5,1028.6,1073.3,1075.6,1083.0,1090.7,1099.3,1104.1,1082.0,1075.6,1097.7,1115.3,1095.5,1086.0,1054.5,1065.5
2017-01-11,wind,4360.6,4941.5,5665.1,6425.5,7004.7,7382.3,7413.9,7346.6,7144.9,6522.6,7185.2,8358.4,9069.2,9929.8,10861.9,10912.9,9915.0,8249.9,7256.0,7183.5,7734.2,7688.7,7520.1,7360.2
2017-01-12,coal,34034.6,32132.3,31721.6,32369.2,33362.2,34903.0,38229.0,40757.0,42181.9,42611.9,43121.0,42542.8,42735.0,42592.4,42186.1,41957.7,42645.5,42670.1,43014.0,43381.2,43192.3,42772.2,42310.7,40824.6
2017-01-12,gas,9506.5,8873.2,8914.9,8967.8,9149.0,9850.0,11351.8,13222.9,14750.1,13906.1,13746.9,13075.8,12524.3,12038.4,12006.3,11954.0,12303.9,13033.6,14477.2,15415.5,15575.7,14858.3,13345.8,11946.0
2017-01-12,hydro,666.0,651.2,629.7,637.4,643.6,650.2,716.9,1662.1,1190.4,1029.8,820.9,740.7,698.1,698.3,688.9,708.5,778.6,1717.6,1911.6,1741.9,1673.7,953.7,755.8,731.1
2017-01-12,nuclear,11716.5,11717.5,11720.3,11719.9,11720.9,11693.2,11215.3,11180.5,11175.5,11178.3,11172.2,11168.4,11154.3,11146.4,11158.9,11164.5,11163.1,11171.5,11175.2,11172.5,11172.1,11176.3,11177.1,11179.6
2017-01-12,other,1060.3,1019.1,974.2,994.9,1031.4,1053.8,1054.7,1065.8,1080.3,1072.6,1099.1,1109.6,1115.3,1142.2,1139.2,1083.7,1097.6,1127.8,1123.7,1112.4,1095.3,1093.8,1076.3,1059.4
2017-01-12,wind,6718.4,6724.5,5909.8,4708.9,3902.0,3627.8,3676.7,3693.5,4072.0,4494.0,4703.3,5484.7,6691.3,7502.8,7866.3,7720.7,6929.6,6463.0,6803.7,6478.0,5814.5,5060.9,4511.8,4350.9
2017-01-13,coal,38775.9,36533.0,35687.5,35091.8,35559.6,37322.5,40004.5,42170.6,43062.7,43114.8,43536.0,43905.4,43901.9,43738.7,43802.6,44094.4,44015.9,44103.0,44480.8,44274.3,43753.3,43447.7,42409.7,40680.8
2017-01-13,gas,10987.3,10665.1,10816.5,11019.9,11294.7,12103.4,14477.1,16104.7,17075.7,17576.5,17739.7,17587.7,17244.8,16726.1,16432.7,15853.7,15560.1,15830.3,16683.5,16370.3,15903.9,15379.9,13970.0,13011.5
2017-01-13,hydro,683.0,671.2,664.9,660.3,650.6,673.7,782.8,1706.7,1485.8,1396.7,1412.0,1144.5,803.5,749.3,738.1,735.3,778.1,1909.5,2001.5,1621.2,1310.4,840.2,718.3,679.7
2017-01-13,nuclear,11185.1,11185.0,11234.4,11301.5,11305.0,11305.0,11301.5,11302.2,11298.7,11297.3,11297.6,11291.2,11291.9,11292.7,11291.8,11293.7,11291.0,11292.4,11296.5,11295.3,11294.8,11297.8,11294.2,11295.2
2017-01-13,other,1058.4,1058.8,1055.9,1050.9,1059.3,1074.8,1098.8,1145.8,1127.6,1118.0,1133.7,1114.7,1113.3,1112.6,1085.8,1042.6,1042.2,1035.8,1098.8,1092.6,1087.3,1064.6,1037.1,1023.3
2017-01-13,wind,4393.7,4507.5,4171.9,3691.5,3412.4,3219.1,3128.7,2771.6,2575.4,2701.1,2955.6,3097.6,2861.5,2710.4,2723.2,2815.2,2919.1,2926.3,3033.6,3111.9,3159.5,3279.1,3530.4,3667.6
2017-01-14,coal,39655.6,38747.2,37042.0,35955.6,35600.3,36206.3,37378.7,38987.4,40466.0,41622.8,42667.9,43072.1,43057.4,42958.9,42727.6,42283.0,42029.2,41826.9,42378.2,42638.7,42631.1,42146.7,41695.6,40402.3
2017-01-14,gas,11851.5,11106.9,11239.9,11107.2,10833.8,10759.7,10836.0,11531.3,12144.7,13527.8,14313.4,14751.5,14693.6,14282.0,13685.9,13315.7,14090.0,14731.9,16416.3,16403.9,14966.0,13478.4,12080.1,10744.6
2017-01-14,hydro,630.0,618.6,609.4,607.6,607.6,608.0,666.9,658.9,1122.6,1165.4,750.4,997.6,1231.0,709.6,588.0,590.5,680.3,1627.0,1880.4,1454.9,1029.1,735.7,669.9,636.2
2017-01-14,nuclear,11297.5,11297.4,11297.5,11299.3,11300.0,11301.7,11305.1,11304.2,11305.6,11309.5,11307.6,11309.4,11311.9,11312.2,11309.3,11305.9,11302.8,11303.2,11300.4,11296.6,11297.4,11299.1,11300.0,11302.5
2017-01-14,other,1050.1,1093.4,1097.4,1093.0,1089.7,1093.0,1087.7,1091.3,1101.3,1105.8,1167.3,1201.6,1215.0,1214.4,1199.4,1161.0,1122.9,1072.6,1062.5,1065.1,1066.2,1065.5,1064.2,1069.6
2017-01-14,wind,3774.1,3651.7,3804.5,3738.4,3347.6,3211.7,2770.8,2590.9,2286.2,2008.5,1816.7,1245.6,863.4,691.1,583.5,575.3,610.1,816.1,1094.4,1506.2,1718.1,1950.9,2047.5,2215.5
2017-01-15,coal,39169.1,38315.8,36791.4,35515.1,35364.8,35477.1,36234.7,37765.1,38646.9,39525.1,40079.4,40135.0,39909.9,39741.8,39896.5,39740.3,40110.0,39974.8,41197.0,41858.0,41855.5,41524.5,40357.1,38296.9
2017-01-15,gas,10548.5,10570.4,10450.4,10376.8,10251.8,10037.8,9862.0,9886.1,9973.2,10415.4,10607.2,10560.7,10344.5,10384.4,10473.8,10325.3,10778.9,11357.6,12795.2,12392.7,11803.5,11257.2,10383.4,9845.6
2017-01-15,hydro,585.3,557.6,584.6,585.0,583.4,583.6,652.8,656.2,662.5,663.4,660.1,656.9,616.2,608.9,606.6,601.4,626.9,1414.9,1982.9,1791.4,1419.0,791.5,647.4,619.5
2017-01-15,nuclear,11303.9,11310.0,11310.9,11312.1,11314.8,11315.8,11312.6,11312.2,11312.3,11308.4,11299.8,11318.5,11487.4,11567.0,11585.1,11721.9,11789.0,11791.7,11844.9,11853.7,11850.5,11852.9,11858.6,11875.3
2017-01-15,other,1050.7,1048.7,1046.6,1050.6,1047.5,1045.5,1048.1,1048.7,1052.3,1071.1,1132.5,1156.0,1171.7,1165.7,1160.2,1150.7,1085.0,1014.2,1004.1,996.7,1004.5,1001.4,990.9,983.0
2017-01-15,wind,2053.5,1939.2,1838.0,1724.5,1730.9,1876.1,2032.2,2423.2,3242.8,3624.4,3753.1,3715.0,3352.7,3132.9,2644.1,2393.4,2194.0,2420.0,2668.0,2997.3,3385.5,3733.8,3861.5,3743.9
2017-01-16,coal,36646.0,35214.5,34660.0,34628.7,34645.8,35358.8,37208.0,39729.0,41982.7,43073.5,43402.7,43306.6,43229.8,43191.6,43351.4,43315.0,43237.4,42968.3,43429.9,43533.5,43363.6,43082.1,42714.2,41076.3
2017-01-16,gas,9928.7,9845.5,9773.9,9883.6,9889.8,10464.7,11650.9,13234.7,14098.7,14469.3,15066.8,15297.6,16266.1,16430.8,15929.5,15047.1,14805.7,14782.5,16313.9,16620.5,16430.1,15276.9,12914.2,10909.6
2017-01-16,hydro,560.4,538.8,539.9,538.4,529.2,526.4,601.9,610.6,612.3,867.5,1463.0,1172.0,905.2,564.0,558.6,555.2,667.6,1959.6,2269.3,2112.6,1710.9,832.7,601.5,564.3
2017-01-16,nuclear,11881.0,11873.9,11877.1,11873.8,11869.0,11870.2,11866.4,11862.3,11857.4,11836.5,11759.8,11633.2,11479.4,11342.6,11305.2,11304.5,11296.7,11294.4,11291.9,11287.9,11293.8,11291.1,11294.6,11297.3
2017-01-16,other,990.8,983.3,944.2,1003.8,1023.8,1027.3,1028.4,1028.3,1026.7,1019.6,1040.3,1056.0,1075.6,1097.3,1079.6,1076.0,1063.0,1054.8,1047.8,1044.6,1051.6,1058.1,1055.6,1057.1
2017-01-16,wind,3589.9,3218.9,2740.6,2572.2,2612.7,2457.7,2612.7,2692.5,2339.7,2047.1,1903.4,1987.3,1928.3,1779.6,1819.8,1883.7,2229.6,2101.2,2179.2,2253.6,1948.2,1767.8,1682.9,1674.5
2017-01-17,coal,38635.8,36844.6,34897.8,33850.0,33737.1,35055.1,38050.9,40867.8,42096.9,42259.8,42527.5,42613.5,42680.7,42676.6,42612.3,42128.2,42161.3,42234.3,41943.6,42274.2,41655.3,40771.0,39947.5,37473.9
2017-01-17,gas,10505.8,10147.2,10024.8,9928.4,9966.9,10263.1,11300.0,13768.8,15287.8,15674.7,15232.1,15311.2,15193.3,14665.7,14275.6,13975.1,13913.0,14794.9,15950.0,16355.9,16034.0,13860.8,11654.3,10405.8
2017-01-17,hydro,526.9,537.0,561.8,551.5,547.9,588.8,635.6,1011.3,1063.1,667.0,917.9,705.2,619.8,621.6,623.9,618.0,647.6,1136.4,2272.3,2163.3,1217.4,759.8,715.6,708.6
2017-01-17,nuclear,11302.5,11306.5,11313.6,11313.4,11315.8,11318.0,11319.1,11319.1,11316.4,11318.5,11314.1,11308.9,11304.1,11306.7,11305.1,11307.7,11306.6,11307.2,11310.7,11313.4,11316.6,11319.1,11331.2,11372.5
2017-01-17,other,1056.4,1053.2,1049.6,1048.3,1048.8,1048.1,1047.9,1046.2,1046.0,1048.0,1073.2,1103.8,1139.7,1151.3,1156.1,1149.5,1116.5,1047.6,1028.8,1033.2,1031.5,1036.6,1037.0,1026.2
2017-01-17,wind,1725.7,1860.5,2072.5,2136.4,2257.9,2331.9,2142.1,2070.0,2134.0,2122.7,2171.3,2295.9,2544.8,2660.1,2750.0,2929.1,3038.5,3186.7,3544.4,3594.0,3803.0,4072.8,4313.1,4727.1
2017-01-18,coal,35677.1,34311.7,32354.8,31937.4,31899.6,33056.2,36261.0,39818.9,41885.5,42491.3,42690.9,42305.8,41845.4,41389.9,41137.1,40470.3,40058.7,39800.3,40097.4,40386.4,39129.4,38070.2,36166.6,33992.6
