,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-11-14,173006.0,79280.0,372926.0
2019-11-15,221007.0,92029.0,458781.0
2019-11-16,234016.0,102623.0,494735.0
2019-11-17,179251.0,94260.0,383427.0
2019-11-18,158207.0,84759.0,363479.0
2019-11-19,168375.0,82475.0,372401.0
2019-11-20,171276.0,83966.0,378940.0
2019-11-21,178603.0,84410.0,389722.0
2019-11-22,213831.0,93649.0,449672.0
2019-11-23,211022.0,98421.0,455134.0
2019-11-24,181107.0,94958.0,385848.0
2019-11-25,186813.0,98149.0,422180.0
2019-11-26,197850.0,105116.0,442123.0
2019-11-27,210652.0,126385.0,494015.0
2019-11-28,85728.0,72613.0,243051.0
2019-11-29,195662.0,101130.0,487080.0
2019-11-30,132015.0,71644.0,318899.0
2019-12-01,180764.0,86945.0,368532.0
2019-12-02,169372.0,85062.0,377974.0
2019-12-03,182281.0,84626.0,389827.0
2019-12-04,186722.0,82660.0,394397.0
2019-12-05,198322.0,84842.0,414456.0
2019-12-06,235272.0,93118.0,476196.0
2019-12-07,248627.0,104000.0,512378.0
2019-12-08,197569.0,95013.0,401760.0
2019-12-09,174948.0,89485.0,391851.0
2019-12-10,178711.0,83794.0,387144.0
2019-12-11,191692.0,87897.0,416579.0
2019-12-12,206558.0,90094.0,438146.0
2019-12-13,248762.0,100441.0,514305.0
2019-12-14,267567.0,111981.0,563137.0
2019-12-15,208902.0,103027.0,439119.0
2019-12-16,184059.0,97380.0,422771.0
2019-12-17,191729.0,91492.0,425402.0
2019-12-18,212135.0,101218.0,470608.0
2019-12-19,229608.0,101819.0,490267.0
2019-12-20,252213.0,109706.0,539344.0
2019-12-21,244787.0,121961.0,561182.0
2019-12-22,216115.0,112265.0,479001.0
2019-12-23,234790.0,137592.0,568817.0
2019-12-24,177728.0,122572.0,444063.0
2019-12-25,85988.0,26889.0,142739.0
2019-12-26,205126.0,93252.0,444025.0
2019-12-27,233263.0,93192.0,468638.0
2019-12-28,219697.0,91842.0,452762.0
2019-12-29,191535.0,82539.0,370122.0
2019-12-30,295962.0,128888.0,606534.0
2019-12-31,168839.0,105884.0,405456.0
2020-01-01,166985.0,68977.0,337302.0
2020-01-02,220599.0,101201.0,471467.0
2020-01-03,276469.0,112951.0,559885.0
2020-01-04,261632.0,110558.0,530267.0
2020-01-05,223083.0,102650.0,438604.0
2020-01-06,221984.0,102769.0,469811.0
2020-01-07,221239.0,99672.0,464364.0
2020-01-08,227424.0,101266.0,480278.0
