,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-03-07,41230.0,6432.0,53480.0
2020-03-08,39332.0,5421.0,44600.0
2020-03-09,45518.0,5946.0,53218.0
2020-03-10,33808.0,5932.0,45194.0
2020-03-11,33912.0,6384.0,45870.0
2020-03-12,29890.0,7202.0,43689.0
2020-03-13,29568.0,7907.0,45153.0
2020-03-14,23202.0,6317.0,36258.0
2020-03-15,17703.0,5025.0,26955.0
2020-03-16,18677.0,5462.0,28805.0
2020-03-17,15010.0,4545.0,23613.0
2020-03-18,16204.0,4357.0,23790.0
2020-03-19,14553.0,4179.0,22063.0
2020-03-20,14223.0,4320.0,21482.0
2020-03-21,10347.0,3043.0,15552.0
2020-03-22,10320.0,3443.0,16175.0
2020-03-23,13231.0,4298.0,20919.0
2020-03-24,12565.0,3448.0,18643.0
2020-03-25,13690.0,3959.0,20943.0
2020-03-26,12302.0,3526.0,18262.0
2020-03-27,12698.0,3656.0,19061.0
2020-03-28,10156.0,3364.0,15654.0
2020-03-29,7988.0,2840.0,12629.0
2020-03-30,11068.0,3249.0,16925.0
2020-03-31,11308.0,3356.0,17134.0
2020-04-01,11624.0,3551.0,17511.0
2020-04-02,10641.0,3442.0,16528.0
2020-04-03,9818.0,3323.0,15601.0
2020-04-04,9504.0,3541.0,15195.0
2020-04-05,7652.0,2672.0,11678.0
2020-04-06,9407.0,3034.0,14458.0
2020-04-07,9684.0,3078.0,14719.0
2020-04-08,9077.0,3180.0,14305.0
2020-04-09,8231.0,2832.0,13089.0
2020-04-10,9123.0,3321.0,14742.0
2020-04-11,8536.0,3570.0,14518.0
2020-04-12,6652.0,1932.0,9546.0
2020-04-13,7397.0,2302.0,11479.0
2020-04-14,9189.0,2972.0,14321.0
2020-04-15,9326.0,2976.0,14665.0
2020-04-16,9315.0,2945.0,14494.0
2020-04-17,10267.0,3227.0,16251.0
2020-04-18,7663.0,2800.0,12628.0
2020-04-19,8468.0,2707.0,12869.0
2020-04-20,9066.0,3006.0,14163.0
2020-04-21,9906.0,3123.0,15525.0
2020-04-22,10221.0,3236.0,15999.0
2020-04-23,11233.0,3416.0,17344.0
2020-04-24,10420.0,3254.0,16272.0
2020-04-25,10917.0,3538.0,16750.0
2020-04-26,7272.0,2646.0,11661.0
2020-04-27,9104.0,2830.0,14361.0
2020-04-28,10852.0,3427.0,16939.0
2020-04-29,10953.0,3318.0,16704.0
2020-04-30,10318.0,3066.0,15827.0
2020-05-01,11423.0,3628.0,18072.0
2020-05-02,10703.0,3710.0,16961.0
2020-05-03,8850.0,2862.0,13271.0
2020-05-04,9950.0,3295.0,15978.0
2020-05-05,10963.0,3518.0,17367.0
2020-05-06,11431.0,3432.0,17445.0
2020-05-07,11046.0,3436.0,17195.0
2020-05-08,11092.0,3709.0,17846.0
2020-05-09,9615.0,3776.0,16057.0
