,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-01-03,389554.0,73788.0,570760.0
2020-01-04,360059.0,68790.0,525565.0
2020-01-05,291856.0,60921.0,432066.0
2020-01-06,347733.0,71421.0,520066.0
2020-01-07,373939.0,76414.0,558887.0
2020-01-08,383428.0,77409.0,571582.0
2020-01-09,393364.0,78669.0,586531.0
2020-01-10,434448.0,83798.0,637943.0
2020-01-11,415329.0,80158.0,607071.0
2020-01-12,338250.0,70162.0,493177.0
2020-01-13,362006.0,75780.0,540846.0
2020-01-14,340503.0,69851.0,506594.0
2020-01-15,386395.0,79766.0,578894.0
2020-01-16,369928.0,74639.0,551990.0
2020-01-17,379137.0,75167.0,561011.0
2020-01-18,331728.0,67389.0,490790.0
2020-01-19,327359.0,65688.0,481052.0
2020-01-20,295950.0,65494.0,452483.0
2020-01-21,340401.0,70872.0,510964.0
2020-01-22,379273.0,77151.0,568520.0
2020-01-23,370171.0,73565.0,549850.0
2020-01-24,425608.0,82517.0,627440.0
2020-01-25,323752.0,61616.0,470010.0
2020-01-26,305585.0,64148.0,450017.0
2020-01-27,364243.0,76730.0,549975.0
2020-01-28,345988.0,71025.0,515735.0
2020-01-29,362653.0,74063.0,541106.0
2020-01-30,380863.0,75688.0,561144.0
2020-01-31,450688.0,87412.0,658110.0
2020-02-01,397517.0,81675.0,587055.0
2020-02-02,290743.0,66817.0,435616.0
2020-02-03,348564.0,72939.0,516678.0
2020-02-04,341134.0,69571.0,503305.0
2020-02-05,332456.0,68562.0,495428.0
2020-02-06,330500.0,66727.0,491076.0
2020-02-07,370025.0,72061.0,546891.0
2020-02-08,368548.0,74906.0,552794.0
2020-02-09,287036.0,63722.0,433801.0
2020-02-10,329839.0,69986.0,496275.0
2020-02-11,337554.0,70820.0,505256.0
2020-02-12,357483.0,75304.0,535645.0
2020-02-13,337780.0,70688.0,508370.0
2020-02-14,386242.0,74440.0,568925.0
2020-02-15,334823.0,64198.0,494822.0
2020-02-16,299070.0,58201.0,439909.0
2020-02-17,295320.0,61417.0,442864.0
2020-02-18,311858.0,62641.0,466128.0
2020-02-19,337045.0,66930.0,498860.0
2020-02-20,354925.0,69074.0,527203.0
2020-02-21,359143.0,68217.0,530013.0
2020-02-22,356343.0,68366.0,521097.0
2020-02-23,297834.0,62349.0,438318.0
2020-02-24,339810.0,70583.0,508038.0
2020-02-25,273532.0,54043.0,404962.0
2020-02-26,368929.0,74662.0,552648.0
2020-02-27,363072.0,72904.0,542466.0
2020-02-28,383809.0,74809.0,568439.0
2020-02-29,247652.0,55816.0,384638.0
2020-03-01,284148.0,63107.0,431154.0
2020-03-02,321970.0,70740.0,489452.0
2020-03-03,307167.0,64478.0,458078.0
2020-03-04,314242.0,65717.0,468452.0
2020-03-05,325582.0,67598.0,482490.0
2020-03-06,332667.0,66982.0,491984.0
2020-03-07,329701.0,68939.0,493926.0
2020-03-08,263687.0,59605.0,395653.0
2020-03-09,314850.0,68293.0,473187.0
2020-03-10,294216.0,64259.0,445023.0
2020-03-11,293906.0,65861.0,445266.0
2020-03-12,280485.0,73208.0,439343.0
2020-03-13,303104.0,82073.0,477444.0
2020-03-14,241170.0,65654.0,379908.0
2020-03-15,194241.0,57135.0,306863.0
2020-03-16,198118.0,63007.0,324802.0
2020-03-17,182772.0,57243.0,297718.0
2020-03-18,178737.0,54793.0,287199.0
2020-03-19,166320.0,49610.0,265762.0
2020-03-20,149100.0,45196.0,236079.0
2020-03-21,110841.0,34752.0,176190.0
2020-03-22,104506.0,35279.0,168290.0
2020-03-23,110370.0,32045.0,173404.0
2020-03-24,129709.0,38170.0,200822.0
2020-03-25,133947.0,40264.0,210611.0
2020-03-26,123162.0,36113.0,190513.0
2020-03-27,124801.0,37669.0,193844.0
2020-03-28,94231.0,31768.0,151370.0
2020-03-29,85686.0,28712.0,136142.0
2020-03-30,110981.0,34768.0,175825.0
2020-03-31,106775.0,33186.0,169166.0
2020-04-01,113294.0,35734.0,180116.0
2020-04-02,100061.0,33560.0,162588.0
2020-04-03,92643.0,32039.0,152342.0
2020-04-04,88007.0,31058.0,143009.0
2020-04-05,76895.0,26522.0,123071.0
2020-04-06,94399.0,31028.0,151433.0
2020-04-07,92544.0,30363.0,149121.0
2020-04-08,91418.0,29389.0,146756.0
2020-04-09,85217.0,28151.0,138247.0
2020-04-10,88298.0,30028.0,144502.0
2020-04-11,90398.0,31038.0,146527.0
2020-04-12,70826.0,22214.0,110070.0
2020-04-13,72349.0,22761.0,116425.0
2020-04-14,97157.0,31588.0,156522.0
2020-04-15,97171.0,30562.0,155730.0
2020-04-16,95793.0,30784.0,154315.0
2020-04-17,102454.0,33034.0,165735.0
2020-04-18,87639.0,29478.0,142531.0
2020-04-19,89021.0,28377.0,139389.0
2020-04-20,103283.0,32036.0,165275.0
2020-04-21,103541.0,31509.0,165303.0
2020-04-22,114508.0,35558.0,183653.0
2020-04-23,112984.0,35230.0,181805.0
2020-04-24,110802.0,33153.0,176396.0
2020-04-25,121535.0,36922.0,188761.0
2020-04-26,81099.0,26095.0,129464.0
2020-04-27,110035.0,33358.0,176490.0
2020-04-28,127908.0,37444.0,200448.0
2020-04-29,111449.0,33444.0,177963.0
2020-04-30,103663.0,31678.0,167070.0
2020-05-01,125201.0,37346.0,200117.0
2020-05-02,122296.0,36550.0,188928.0
2020-05-03,94804.0,28767.0,144458.0
2020-05-04,108702.0,33775.0,176107.0
2020-05-05,116376.0,35656.0,186687.0
2020-05-06,110541.0,34076.0,179988.0
2020-05-07,124972.0,37559.0,198483.0
2020-05-08,114855.0,36443.0,188303.0
2020-05-09,109452.0,36707.0,179982.0
